timestamp,source_ip,dest_ip,protocol,port,bytes,packets,duration,is_attack,pattern_type
2025-01-06 16:06:20.018499,210.114.182.254,192.168.142.114,TCP,80,551,14,0.6077414919672096,0,normal
2025-01-06 01:15:44.018743,192.168.106.142,192.168.67.87,TCP,443,1133,6,0.34534073743367594,0,normal
2025-01-06 09:46:05.018847,192.168.99.135,192.168.53.249,UDP,53,1347,3,0.8797592420268148,0,normal
2025-01-05 23:55:28.018986,109.212.194.189,192.168.101.97,TCP,80,1770,13,1.9343939679651152,0,normal
2025-01-06 06:49:46.019186,192.168.165.194,192.168.110.159,TCP,443,274,13,0.6869220955044584,0,normal
2025-01-06 18:09:20.019342,216.212.2.105,192.168.106.173,TCP,80,703,19,0.5638293613603232,0,normal
2025-01-06 11:16:59.019556,192.168.61.26,192.168.122.117,TCP,53,370,11,0.29430202624116997,0,normal
2025-01-06 08:15:01.019730,15.96.219.26,192.168.119.106,TCP,443,1824,15,1.045591505641785,0,normal
2025-01-06 19:58:55.019912,194.122.171.225,192.168.32.139,TCP,443,1104,10,1.6345046860249155,0,normal
2025-01-06 13:48:32.020095,193.35.115.116,192.168.52.68,TCP,443,749,6,0.5724544527486698,0,normal
2025-01-06 18:08:51.020242,201.226.139.31,192.168.78.2,TCP,80,591,16,0.1375013411998463,0,normal
2025-01-06 21:36:30.020360,192.168.34.59,192.168.181.215,TCP,443,732,12,0.20522321483914846,0,normal
2025-01-06 08:40:11.020440,205.37.234.179,192.168.138.64,TCP,443,768,10,0.5313273824321434,0,normal
2025-01-06 18:53:03.020546,73.207.162.64,192.168.209.70,TCP,80,1215,16,0.19832769774118572,0,normal
2025-01-06 08:11:50.020682,192.168.184.133,192.168.25.31,TCP,80,757,9,0.31567539640483055,0,normal
2025-01-06 01:54:33.020759,154.221.158.84,192.168.224.155,TCP,443,685,15,1.896408442809083,0,normal
2025-01-06 23:34:56.020864,189.235.28.177,192.168.237.79,TCP,443,1299,10,1.8999923558379708,0,normal
2025-01-06 07:22:25.020985,2.115.42.145,192.168.44.88,TCP,80,1970,15,0.4387565376234598,0,normal
2025-01-06 05:26:19.021160,192.168.94.193,192.168.67.216,TCP,443,848,3,0.6279329670016411,0,normal
2025-01-06 23:13:23.021299,192.168.49.29,192.168.109.15,TCP,443,483,14,0.32810114316771904,0,normal
2025-01-06 20:24:04.021436,192.168.155.183,192.168.54.93,TCP,443,745,6,0.32353237050622835,0,normal
2025-01-06 09:44:36.021571,211.216.198.220,192.168.153.214,TCP,443,1389,10,1.1261425542688803,0,normal
2025-01-06 15:56:50.021762,212.241.201.41,192.168.11.118,TCP,443,976,16,1.8662098156353015,0,normal
2025-01-06 20:15:57.021953,192.168.240.182,192.168.252.210,TCP,443,601,14,0.5108608618113535,0,normal
2025-01-06 02:49:25.022104,155.125.78.230,192.168.176.173,TCP,80,577,9,0.5321929459895353,0,normal
2025-01-06 16:29:49.022338,192.168.205.193,192.168.231.223,TCP,80,968,7,0.5972634065936201,0,normal
2025-01-06 10:17:31.022495,192.168.61.13,192.168.109.24,UDP,80,410,5,0.4045810587343015,0,normal
2025-01-06 11:11:45.022658,198.130.206.168,192.168.100.80,TCP,443,1872,19,1.9663671962434774,0,normal
2025-01-06 02:15:04.022784,71.236.51.50,192.168.36.23,TCP,80,1035,16,1.9733520779401628,0,normal
2025-01-06 02:17:01.022891,192.168.209.245,192.168.133.105,UDP,123,1149,5,0.13801919223503697,0,normal
2025-01-06 15:13:37.022965,192.168.155.143,192.168.107.71,TCP,123,1412,10,0.0755739741385899,0,normal
2025-01-06 12:37:18.023036,195.53.92.103,192.168.11.165,TCP,80,999,8,1.619790909839457,0,normal
2025-01-06 04:04:39.023135,192.168.194.232,192.168.116.170,UDP,53,194,3,0.48023984302935274,0,normal
2025-01-06 11:05:55.023209,211.106.7.191,192.168.188.3,TCP,443,1869,11,1.2201278533250146,0,normal
2025-01-06 07:26:48.023306,192.168.149.94,192.168.249.142,UDP,53,357,7,0.8159086064127936,0,normal
2025-01-06 14:24:34.023382,100.116.23.122,192.168.239.92,TCP,443,1588,10,1.8164502109922458,0,normal
2025-01-06 03:46:14.023480,204.90.11.234,192.168.144.214,TCP,443,683,10,0.16715567915016297,0,normal
2025-01-06 03:42:55.023579,106.51.129.227,192.168.157.11,TCP,80,1279,15,1.2500278026088256,0,normal
2025-01-06 05:39:37.023694,192.168.50.99,192.168.221.101,UDP,53,1123,6,0.39707996487148084,0,normal
2025-01-06 19:30:04.023768,196.174.241.21,192.168.170.250,TCP,80,1980,12,1.5738674208995542,0,normal
2025-01-06 13:13:28.023870,88.15.187.254,192.168.17.142,TCP,80,1515,6,1.7741991387369045,0,normal
2025-01-06 17:52:31.023974,192.168.40.19,192.168.154.221,TCP,123,985,7,0.6278723395071684,0,normal
2025-01-06 17:01:27.024047,192.168.66.174,192.168.203.237,TCP,443,1089,11,0.2958306444692675,0,normal
2025-01-06 10:45:08.024113,192.168.237.98,192.168.25.119,TCP,123,838,3,0.2112864251608892,0,normal
2025-01-06 18:50:38.024178,192.168.204.3,192.168.15.230,TCP,80,207,2,0.2747997370906713,0,normal
2025-01-06 14:38:18.024245,192.168.67.125,192.168.69.12,UDP,443,308,4,0.3108230353652833,0,normal
2025-01-06 02:33:17.024310,137.112.32.13,192.168.154.188,TCP,80,1805,11,0.6901059267055466,0,normal
2025-01-06 18:42:40.024405,193.115.19.116,192.168.100.204,TCP,80,1157,6,1.3915112127210223,0,normal
2025-01-06 19:55:44.024503,192.168.203.220,192.168.196.246,UDP,53,817,7,0.7896898844188143,0,normal
2025-01-06 05:46:08.024572,192.168.50.84,192.168.196.164,UDP,443,1033,3,0.8263526781829992,0,normal
2025-01-06 20:09:19.025669,192.168.54.141,192.168.149.23,UDP,123,1270,9,0.5898225327075438,0,normal
2025-01-06 14:56:25.025781,129.254.222.239,192.168.24.235,TCP,443,1738,15,0.8782814267701818,0,normal
2025-01-06 07:41:31.025884,192.168.50.31,192.168.6.141,UDP,123,620,8,0.5551091479109856,0,normal
2025-01-06 18:55:34.025956,47.249.147.164,192.168.67.39,TCP,443,789,16,1.959721905839591,0,normal
2025-01-06 18:25:48.026052,25.23.8.81,192.168.120.89,TCP,443,1596,11,0.49758391347858677,0,normal
2025-01-06 03:47:38.026152,22.200.230.243,192.168.91.245,TCP,80,1188,13,0.15998928937998394,0,normal
2025-01-06 19:25:31.026252,192.168.158.201,192.168.76.108,TCP,443,617,13,0.7193418873875236,0,normal
2025-01-06 06:23:13.026324,192.168.244.56,192.168.239.210,UDP,443,514,11,0.6792953647843775,0,normal
2025-01-06 19:58:41.026391,160.42.47.167,192.168.95.137,TCP,80,1162,7,1.6900569020679648,0,normal
2025-01-06 05:04:24.026486,192.168.101.252,192.168.186.222,UDP,123,560,9,0.7480130274934265,0,normal
2025-01-06 10:22:43.026557,192.168.231.158,192.168.204.11,UDP,123,1370,12,0.9947809587611282,0,normal
2025-01-06 02:14:45.026639,192.168.18.186,192.168.244.237,UDP,123,421,14,0.45215758113150967,0,normal
2025-01-06 21:37:28.026707,152.100.183.193,192.168.207.163,TCP,443,1137,15,0.9126942462578419,0,normal
2025-01-06 18:29:08.026807,192.168.14.243,192.168.134.243,UDP,123,426,3,0.6206690640050655,0,normal
2025-01-06 17:54:59.026883,85.42.154.233,192.168.6.88,TCP,443,1613,17,0.7079317479089751,0,normal
2025-01-06 21:05:51.026984,92.122.98.151,192.168.14.218,TCP,443,607,9,0.7056650698942171,0,normal
2025-01-05 23:55:00.027090,192.168.133.55,192.168.84.116,TCP,80,1320,14,0.18351340204028088,0,normal
2025-01-06 09:41:12.027165,206.91.119.69,192.168.99.155,TCP,80,1878,15,0.8170176112101672,0,normal
2025-01-06 07:52:28.027267,205.238.245.48,192.168.231.70,TCP,80,1375,9,1.3235233678286689,0,normal
2025-01-06 23:01:07.027372,192.168.57.97,192.168.84.176,UDP,53,559,6,0.9073472433612128,0,normal
2025-01-06 00:38:10.027506,192.168.102.176,192.168.83.183,TCP,53,1449,14,0.16531405351698786,0,normal
2025-01-06 22:47:31.027842,196.97.156.196,192.168.87.237,TCP,443,1581,19,0.7643502468712315,0,normal
2025-01-06 17:51:51.028051,200.15.233.54,192.168.40.142,TCP,80,1991,18,1.0582087532881919,0,normal
2025-01-06 18:01:52.028158,31.11.58.138,192.168.43.126,TCP,443,1258,19,1.980743458171138,0,normal
2025-01-06 06:41:52.028258,192.168.136.121,192.168.172.251,UDP,443,1432,5,0.7023216595409498,0,normal
2025-01-06 04:18:15.028342,192.168.159.134,192.168.231.17,UDP,123,1463,14,0.6848651612656256,0,normal
2025-01-06 02:59:21.028467,219.208.193.46,192.168.64.159,TCP,443,1819,9,0.3590806668125953,0,normal
2025-01-06 04:15:01.028674,192.168.240.237,192.168.39.205,UDP,53,953,8,0.29817544477080205,0,normal
2025-01-06 15:37:32.028841,34.213.99.192,192.168.163.175,TCP,80,718,13,1.3036621264901727,0,normal
2025-01-06 10:51:32.029037,100.227.128.205,192.168.171.125,TCP,443,1497,10,0.5642472536791011,0,normal
2025-01-06 14:00:44.029211,17.180.189.46,192.168.149.213,TCP,80,1276,16,1.9729286923460296,0,normal
2025-01-06 12:03:35.029313,192.168.225.119,192.168.5.117,UDP,443,866,7,0.19244369852202892,0,normal
2025-01-06 02:36:38.029458,192.168.160.146,192.168.118.26,UDP,123,975,3,0.36702159600499845,0,normal
2025-01-06 23:09:13.029619,80.99.14.12,192.168.4.62,TCP,443,729,11,0.21044887293094916,0,normal
2025-01-06 19:30:21.029796,197.5.102.100,192.168.85.51,TCP,443,1059,15,1.580907568014281,0,normal
2025-01-06 12:37:26.029974,192.168.168.152,192.168.151.197,TCP,80,166,11,0.2722616355859138,0,normal
2025-01-06 08:39:33.030130,200.20.50.92,192.168.149.78,TCP,443,500,18,0.3832727793694629,0,normal
2025-01-06 20:07:25.030304,192.168.162.211,192.168.32.243,UDP,53,1110,11,0.34219805525139385,0,normal
2025-01-06 22:55:04.030389,192.168.219.34,192.168.200.70,UDP,123,1047,5,0.24709099719021965,0,normal
2025-01-06 20:08:02.030462,160.67.15.13,192.168.208.131,TCP,443,1466,15,0.9991358334118136,0,normal
2025-01-06 17:44:19.030551,192.168.215.181,192.168.195.250,TCP,53,779,7,0.05151727887026669,0,normal
2025-01-06 17:41:59.030660,192.168.184.221,192.168.170.9,UDP,53,1125,5,0.9672531195175056,0,normal
2025-01-06 08:32:00.030808,208.218.23.34,192.168.26.206,TCP,80,1023,19,1.6807198958114886,0,normal
2025-01-06 03:24:06.030985,201.252.176.106,192.168.162.4,TCP,443,1661,16,0.2875890039217772,0,normal
2025-01-06 20:03:48.031168,59.5.71.164,192.168.134.75,TCP,443,1603,5,1.4822922705171788,0,normal
2025-01-06 00:46:11.031351,218.201.85.175,192.168.247.72,TCP,443,612,12,0.9538087464333409,0,normal
2025-01-06 11:05:37.031483,217.205.223.190,192.168.104.41,TCP,443,1750,11,0.850094555452002,0,normal
2025-01-06 04:48:39.031577,192.168.189.50,192.168.205.124,UDP,123,843,11,0.11681142681833084,0,normal
2025-01-06 18:13:05.031669,31.72.20.96,192.168.73.39,TCP,80,1542,19,0.4346062611476329,0,normal
2025-01-06 23:46:50.031760,192.168.249.64,192.168.52.148,TCP,80,1439,9,0.12606102053337317,0,normal
2025-01-06 06:57:32.031833,192.168.176.215,192.168.145.176,UDP,80,1223,4,0.12551336275937586,0,normal
2025-01-06 05:36:26.031903,192.168.27.184,192.168.177.48,TCP,80,659,5,0.2660763749536175,0,normal
2025-01-06 05:58:54.031970,192.168.79.212,192.168.208.155,UDP,80,623,13,0.2666858768873567,0,normal
2025-01-06 01:56:18.032039,192.168.38.220,192.168.19.133,UDP,80,1313,14,0.4810555162710283,0,normal
2025-01-06 18:26:39.032105,192.168.40.43,192.168.103.254,UDP,80,351,14,0.5816296086129508,0,normal
2025-01-06 01:07:12.032172,192.168.170.183,192.168.154.100,UDP,123,1132,6,0.32327458645804885,0,normal
2025-01-06 16:42:57.032238,207.76.28.83,192.168.186.98,TCP,80,1564,9,0.4587797197729091,0,normal
2025-01-06 19:30:20.032327,51.218.162.19,192.168.190.54,TCP,443,1956,10,1.322182883611995,0,normal
2025-01-06 19:09:55.032410,192.168.141.199,192.168.102.142,TCP,123,204,4,0.6598352093239286,0,normal
2025-01-06 01:59:23.032480,192.168.101.8,192.168.97.135,UDP,443,1056,8,0.19892728081969363,0,normal
2025-01-06 17:42:15.032548,50.177.218.70,192.168.250.52,TCP,443,1497,7,1.5500786741705936,0,normal
2025-01-06 23:33:38.032650,36.7.77.211,192.168.236.200,TCP,443,1283,13,1.6561947681624942,0,normal
2025-01-06 22:34:52.032737,192.168.149.57,192.168.36.231,UDP,53,1078,11,0.7891762128916824,0,normal
2025-01-06 14:19:35.032803,204.66.247.21,192.168.89.76,TCP,80,900,12,0.9032982460169808,0,normal
2025-01-06 15:12:33.032886,192.168.253.249,192.168.29.71,TCP,53,446,2,0.5055969430829326,0,normal
2025-01-06 14:33:44.032956,75.224.170.238,192.168.30.19,TCP,443,1660,9,1.0270504869093193,0,normal
2025-01-06 07:07:34.033047,62.117.217.32,192.168.39.82,TCP,443,670,19,0.4868573928866091,0,normal
2025-01-06 21:06:54.033132,192.168.242.169,192.168.242.32,TCP,53,505,10,0.2653945772678608,0,normal
2025-01-06 06:44:33.033199,158.27.224.104,192.168.126.245,TCP,80,1074,10,1.8843181035990018,0,normal
2025-01-06 13:09:41.033286,61.27.148.152,192.168.187.128,TCP,443,1675,10,0.6147279821796028,0,normal
2025-01-06 16:09:40.033374,153.140.218.184,192.168.223.3,TCP,443,1432,5,0.12620545580473713,0,normal
2025-01-06 05:15:59.033463,192.168.15.41,192.168.151.55,UDP,53,884,14,0.8544269613646152,0,normal
2025-01-06 10:25:18.033535,221.130.161.172,192.168.43.104,TCP,443,1073,9,1.042520814396949,0,normal
2025-01-06 11:08:54.033642,141.1.139.243,192.168.250.192,TCP,80,1114,11,1.1346808140938298,0,normal
2025-01-06 08:56:53.033766,217.230.123.206,192.168.74.53,TCP,80,1693,16,0.206484989026408,0,normal
2025-01-06 14:45:35.033898,192.168.149.22,192.168.15.118,TCP,80,429,2,0.41344369696614763,0,normal
2025-01-06 06:36:09.033968,192.168.171.10,192.168.240.242,UDP,53,994,4,0.1856722135516724,0,normal
2025-01-06 12:30:23.034036,104.48.57.221,192.168.97.156,TCP,80,1112,12,0.2701845124091641,0,normal
2025-01-06 02:03:10.034121,171.72.8.90,192.168.227.96,TCP,80,606,7,0.9346272613494719,0,normal
2025-01-06 00:41:29.034208,6.61.116.152,192.168.24.29,TCP,80,1835,11,1.8910436012231562,0,normal
2025-01-06 20:31:18.034299,180.194.155.70,192.168.106.100,TCP,80,857,13,0.23178199529753107,0,normal
2025-01-06 23:24:58.034422,192.168.89.7,192.168.52.50,TCP,53,1480,9,0.3357083027029232,0,normal
2025-01-06 09:07:52.034553,192.168.166.36,192.168.110.181,UDP,80,895,11,0.9165060859032202,0,normal
2025-01-06 11:05:24.034713,192.168.176.195,192.168.238.246,TCP,80,1293,10,0.7593307814031858,0,normal
2025-01-06 21:29:43.034861,135.165.8.96,192.168.40.69,TCP,443,1477,8,1.3408468490722973,0,normal
2025-01-06 03:05:25.035048,206.49.12.186,192.168.113.98,TCP,443,1784,6,0.961737979800582,0,normal
2025-01-06 01:51:54.035231,221.82.17.53,192.168.84.81,TCP,443,1926,5,1.0353273990678962,0,normal
2025-01-06 17:49:34.035416,192.168.75.63,192.168.72.211,UDP,123,757,11,0.08534468216629135,0,normal
2025-01-06 11:08:13.035569,192.168.157.89,192.168.222.183,TCP,123,642,6,0.5058023907743602,0,normal
2025-01-06 13:38:36.035748,216.1.83.238,192.168.158.185,TCP,80,773,17,0.25441704705197765,0,normal
2025-01-06 11:39:39.035967,192.168.48.227,192.168.39.240,UDP,53,530,2,0.5545232023794685,0,normal
2025-01-06 02:20:50.036097,192.168.85.8,192.168.143.39,TCP,53,965,7,0.5476863164942253,0,normal
2025-01-06 16:13:19.036182,60.171.7.36,192.168.98.237,TCP,80,1129,8,1.9263771160529748,0,normal
2025-01-06 22:43:34.036277,192.168.70.217,192.168.175.245,TCP,443,1317,2,0.9794497731175243,0,normal
2025-01-06 02:55:20.036364,205.34.142.51,192.168.163.92,TCP,80,1368,14,0.4103633596255237,0,normal
2025-01-06 19:20:42.036533,199.128.18.252,192.168.188.66,TCP,443,958,16,0.13733811369887072,0,normal
2025-01-06 06:47:48.036814,56.25.210.150,192.168.53.194,TCP,443,1772,19,1.7665750421807733,0,normal
2025-01-06 13:13:46.036988,192.168.212.126,192.168.122.1,UDP,443,614,13,0.5711990869158375,0,normal
2025-01-06 13:11:57.037100,192.168.22.106,192.168.65.95,UDP,443,1492,12,0.19402714303870355,0,normal
2025-01-06 19:05:53.037206,69.126.155.154,192.168.23.247,TCP,80,828,7,1.6971139162315942,0,normal
2025-01-06 03:52:40.037444,192.168.192.217,192.168.114.107,TCP,80,1255,9,0.9830792163763596,0,normal
2025-01-06 23:40:12.037544,195.236.166.1,192.168.175.121,TCP,443,1052,5,1.8115389748988582,0,normal
2025-01-06 03:42:56.037680,204.132.99.182,192.168.122.65,TCP,443,1357,11,0.884029659004255,0,normal
2025-01-06 09:03:50.037803,201.121.237.159,192.168.230.75,TCP,443,1137,13,0.8950501976822721,0,normal
2025-01-06 04:26:17.037922,192.168.153.202,192.168.214.246,TCP,443,140,13,0.8448148358823175,0,normal
2025-01-06 05:21:24.038016,29.194.29.66,192.168.228.121,TCP,443,1750,8,0.3396041440856686,0,normal
2025-01-06 18:49:44.038134,20.140.73.206,192.168.252.200,TCP,80,810,6,0.8976899662452972,0,normal
2025-01-06 18:06:00.038251,192.168.203.90,192.168.68.72,TCP,443,1384,2,0.5746219995180032,0,normal
2025-01-06 15:15:51.038343,155.169.27.172,192.168.28.18,TCP,443,546,5,0.905226527583097,0,normal
2025-01-06 13:32:47.038460,209.135.78.55,192.168.168.171,TCP,80,1821,13,1.6759277517057543,0,normal
2025-01-06 17:29:33.038578,96.3.79.242,192.168.169.249,TCP,80,1092,9,1.8384697253878655,0,normal
2025-01-06 05:56:07.038711,213.138.54.211,192.168.45.236,TCP,443,1228,16,1.1058884109294134,0,normal
2025-01-06 11:24:53.038829,163.92.29.179,192.168.24.171,TCP,80,1345,14,1.865652135928888,0,normal
2025-01-06 21:21:48.038947,192.168.179.216,192.168.49.80,TCP,443,1320,10,0.9830840283168429,0,normal
2025-01-06 18:11:05.039055,192.168.99.21,192.168.41.198,TCP,123,314,3,0.7642712789350389,0,normal
2025-01-06 18:20:08.039150,192.168.25.1,192.168.218.179,UDP,123,459,14,0.474524075419442,0,normal
2025-01-06 23:12:33.039242,170.34.123.54,192.168.139.163,TCP,80,1962,6,1.3578834318610316,0,normal
2025-01-06 08:13:16.039358,192.168.246.192,192.168.254.177,TCP,443,717,7,0.4974954261568507,0,normal
2025-01-06 05:51:50.039449,53.11.113.216,192.168.230.13,TCP,80,663,9,0.48759706216421106,0,normal
2025-01-06 04:55:35.039565,205.238.186.207,192.168.164.53,TCP,443,1342,12,1.6701387935618264,0,normal
2025-01-06 21:21:05.039693,192.168.126.184,192.168.53.128,UDP,443,682,5,0.9776255916276735,0,normal
2025-01-06 18:24:55.039785,42.204.219.23,192.168.21.141,TCP,80,699,8,0.6600968220534443,0,normal
2025-01-06 07:11:28.039903,218.245.94.14,192.168.8.131,TCP,443,1204,15,1.9058323643639938,0,normal
2025-01-06 10:16:50.040022,192.168.195.214,192.168.118.150,UDP,443,1225,3,0.5906307914892112,0,normal
2025-01-06 08:19:16.040115,141.200.94.5,192.168.253.143,TCP,443,790,5,0.3936902049459976,0,normal
2025-01-06 23:03:02.040232,192.168.68.232,192.168.1.19,UDP,443,1162,2,0.7487240841072583,0,normal
2025-01-06 18:54:45.040323,201.37.66.73,192.168.18.132,TCP,80,641,5,0.14709446368036855,0,normal
2025-01-06 16:16:17.040438,192.168.112.125,192.168.134.1,TCP,123,1414,7,0.32317816894275536,0,normal
2025-01-06 02:09:37.040530,192.168.241.99,192.168.182.197,UDP,443,819,14,0.5545788380430764,0,normal
2025-01-06 13:38:33.040630,197.244.172.28,192.168.85.160,TCP,443,1462,18,0.8973620991271997,0,normal
2025-01-06 11:50:45.040749,192.168.135.199,192.168.241.30,TCP,80,1045,12,0.8866782922847328,0,normal
2025-01-06 05:31:45.040840,222.79.131.30,192.168.71.196,TCP,80,925,13,0.41548621947462805,0,normal
2025-01-06 18:59:59.040957,192.168.206.127,192.168.178.219,UDP,123,497,11,0.5983833471227468,0,normal
2025-01-06 19:53:56.041047,192.168.80.158,192.168.157.252,TCP,123,400,13,0.5503262547223876,0,normal
2025-01-06 21:03:25.041138,154.25.204.92,192.168.153.130,TCP,80,1817,16,1.955374752607305,0,normal
2025-01-06 13:52:30.041259,197.185.26.193,192.168.242.219,TCP,443,531,7,0.1599392577260919,0,normal
2025-01-06 06:38:26.041380,192.168.125.26,192.168.211.76,TCP,123,480,3,0.22405711402586265,0,normal
2025-01-06 12:53:57.041474,24.52.141.232,192.168.100.205,TCP,80,949,18,1.2236910821005218,0,normal
2025-01-06 02:17:02.041599,190.118.164.120,192.168.148.54,TCP,80,1861,17,0.9860249118280194,0,normal
2025-01-06 08:41:16.041721,120.181.93.247,192.168.167.209,TCP,80,1576,19,0.21267788854692282,0,normal
2025-01-06 09:31:29.041838,192.168.60.177,192.168.143.136,TCP,443,579,13,0.8603824587099657,0,normal
2025-01-06 15:18:05.041931,135.122.207.157,192.168.4.87,TCP,80,1246,8,1.1734854085044175,0,normal
