timestamp,source_ip,dest_ip,protocol,port,bytes,packets,duration,is_attack,attack_type
2025-01-01 09:51:27.932112,192.168.168.97,10.0.75.68,TCP,7361,936.8430099170209,43,32.55769120057658,0,
2025-01-01 07:55:53.932160,192.168.210.37,10.0.87.11,TCP,23047,1000.653450317776,81,52.03166065176255,0,
2024-12-31 16:12:00.932207,192.168.79.9,10.0.146.187,TCP,15015,1552.343858164006,73,110.99097544563327,0,
2024-12-31 23:24:02.932289,192.168.123.141,10.0.158.133,TCP,27191,954.9091802243394,90,9.059775806576132,0,
2024-12-31 18:57:37.932358,192.168.225.204,10.0.156.193,ICMP,4417,1704.9252890156206,77,3.671506307536465,0,
2025-01-01 10:28:42.932403,192.168.34.253,10.0.96.221,TCP,40062,845.460834438333,14,0.17987376259945698,0,
2024-12-31 21:28:15.932450,192.168.224.115,10.0.79.237,TCP,16477,1165.0979197811173,13,43.29842787856298,0,
2025-01-01 12:33:54.932504,192.168.180.192,10.0.70.171,TCP,25063,1334.6595859229346,34,8.055893894987747,0,
2025-01-01 09:15:35.932599,192.168.151.32,10.0.109.155,ICMP,52738,1019.9305786004443,66,40.29472612150898,0,
2025-01-01 13:40:36.932698,192.168.145.12,10.0.12.165,UDP,34544,1488.752241621696,15,23.27364076407037,0,
2025-01-01 04:43:44.932750,192.168.140.8,10.0.57.70,TCP,55106,1369.5863803286309,42,9.05373864548399,0,
2025-01-01 01:11:57.932810,192.168.195.18,10.0.3.60,TCP,12975,1167.8208908414574,54,68.71317758036359,0,
2024-12-31 22:35:41.932855,192.168.45.88,10.0.110.232,TCP,42578,1352.0225403973416,39,23.842267656098446,0,
2024-12-31 19:17:06.932904,192.168.183.113,10.0.36.69,TCP,8001,1229.255147819363,46,17.96421030524108,0,
2025-01-01 08:30:59.932964,192.168.36.57,10.0.100.180,UDP,45175,1794.695084583312,65,12.019804618277778,0,
2025-01-01 09:43:56.933033,192.168.38.10,10.0.217.43,UDP,11543,1463.0360860015512,54,5.526551784237625,0,
2025-01-01 04:49:51.933083,192.168.31.68,10.0.236.245,TCP,2878,1317.04223929521,54,40.701848641761366,0,
2024-12-31 23:00:06.933155,192.168.103.131,10.0.62.245,TCP,31931,2012.3344603040637,14,49.9275006406148,0,
2025-01-01 11:25:44.933229,192.168.225.162,10.0.198.23,TCP,30916,1697.500047048585,1,11.758361896614032,0,
2025-01-01 14:03:22.933276,192.168.75.203,10.0.5.83,TCP,41013,2174.8921718911147,52,27.65301652458647,0,
2025-01-01 00:26:50.933327,192.168.216.48,10.0.253.143,TCP,27122,1181.09160468837,16,2.429169493057697,0,
2025-01-01 12:52:51.933375,192.168.141.43,10.0.53.127,ICMP,1999,889.9843760603844,91,89.51126985816111,0,
2024-12-31 18:07:16.933421,192.168.44.16,10.0.249.242,TCP,3002,2322.9900506912113,71,61.8819923218464,0,
2024-12-31 17:56:07.933472,192.168.13.15,10.0.145.105,TCP,62727,1562.4288736358794,12,65.26811438020752,0,
2024-12-31 21:13:47.933527,192.168.20.21,10.0.116.137,UDP,34439,2241.075576048189,5,30.70643991435642,0,
2024-12-31 15:35:52.933583,192.168.21.210,10.0.38.117,UDP,65057,1306.6634642507408,97,5.4065478794459585,0,
2024-12-31 17:37:30.933643,192.168.68.108,10.0.53.13,TCP,61811,897.0027007895628,19,29.315302138280376,0,
2024-12-31 15:30:36.933737,192.168.197.96,10.0.40.33,ICMP,63029,1458.2486990836176,2,21.23699355381418,0,
2024-12-31 19:46:17.933834,192.168.182.134,10.0.143.24,TCP,51707,1136.1061569005167,20,36.30630984803587,0,
2025-01-01 00:55:01.934058,192.168.51.205,10.0.100.157,TCP,34064,670.7163799451474,24,72.81568496122082,0,
2024-12-31 16:47:32.934171,192.168.12.146,10.0.148.213,TCP,49073,1730.8256962930636,97,12.264515363833864,0,
2025-01-01 10:57:42.934265,192.168.91.104,10.0.25.95,ICMP,28175,1318.1149637222625,18,76.91129203943349,0,
2024-12-31 15:17:03.934364,192.168.140.208,10.0.44.188,TCP,21042,1455.1766996138767,7,2.3082077479389635,0,
2025-01-01 06:50:05.934420,192.168.157.12,10.0.91.44,TCP,19324,1714.8163389681201,92,6.443058116114275,0,
2025-01-01 03:29:07.934465,192.168.196.168,10.0.91.231,TCP,1770,569.0742501292247,82,20.10022880787604,0,
2025-01-01 02:44:13.934508,192.168.163.196,10.0.232.188,UDP,4324,1442.6194071523867,90,89.48220199505852,0,
2024-12-31 20:49:18.934553,192.168.59.233,10.0.40.131,UDP,64358,1174.4784369234603,66,3.2192644329190956,0,
2025-01-01 11:22:43.934596,192.168.247.230,10.0.117.207,TCP,57113,1726.8968367673049,73,3.11739889273758,0,
2024-12-31 23:51:46.934640,192.168.156.210,10.0.243.241,UDP,36260,598.9496395404752,51,61.82465390965311,0,
2024-12-31 20:10:32.934682,192.168.39.140,10.0.224.117,ICMP,26652,1163.1109372609203,74,19.726641685931533,0,
2025-01-01 09:54:25.934724,192.168.208.13,10.0.207.246,TCP,33010,929.4326470994047,4,7.389114034789365,0,
2025-01-01 04:36:57.934766,192.168.86.22,10.0.102.85,TCP,61342,1659.1342254280955,10,13.810707706419795,0,
2025-01-01 13:09:36.934825,192.168.194.248,10.0.28.88,UDP,36152,2090.143555457562,41,2.9745805133650434,0,
2025-01-01 06:38:15.934871,192.168.197.67,10.0.135.225,TCP,27040,1407.2165817878833,17,0.8478642950058243,0,
2025-01-01 13:56:17.934912,192.168.211.108,10.0.11.186,TCP,41604,1949.9786082434998,19,7.302397604215516,0,
2024-12-31 18:05:22.934957,192.168.236.91,10.0.101.211,TCP,38903,1818.5257656130348,5,37.932926152669225,0,
2025-01-01 07:19:29.935003,192.168.164.156,10.0.126.4,TCP,25386,2274.6051854842603,51,5.633252611511579,0,
2025-01-01 02:18:52.935048,192.168.139.89,10.0.184.105,UDP,29530,1586.2867847207638,90,64.75340699709312,0,
2025-01-01 02:01:57.935093,192.168.124.109,10.0.156.19,TCP,48477,1293.9230401619184,52,10.992803921641572,0,
2024-12-31 16:50:21.935137,192.168.37.30,10.0.214.184,TCP,1791,1188.6972120554974,99,14.440117685969726,0,
2025-01-01 08:56:01.935179,192.168.213.174,10.0.123.17,TCP,59626,1121.3122008569874,30,25.771573775457956,0,
2025-01-01 06:01:19.935220,192.168.244.248,10.0.93.254,ICMP,14784,1747.492588341514,41,0.6255322671677734,0,
2025-01-01 06:00:43.935261,192.168.96.11,10.0.11.9,TCP,28867,856.7723843063933,32,26.857633384847617,0,
2025-01-01 00:37:28.935303,192.168.253.246,10.0.73.251,TCP,23042,871.5067192738138,87,17.251257521877513,0,
2025-01-01 08:04:46.935346,192.168.57.71,10.0.73.187,TCP,22966,1441.4570011813735,50,36.92607184636484,0,
2024-12-31 21:00:06.935389,192.168.152.189,10.0.164.113,TCP,19205,288.254637679579,68,9.589588269458856,0,
2025-01-01 11:37:55.935434,192.168.49.126,10.0.8.151,TCP,54718,309.7391007822332,19,30.070570778720448,0,
2025-01-01 12:33:06.935478,192.168.42.224,10.0.244.58,UDP,50193,837.4414470305197,13,10.785044945978706,0,
2024-12-31 18:29:51.935520,192.168.184.36,10.0.23.15,TCP,58630,1525.3132030143602,32,28.938412965850723,0,
2025-01-01 03:04:05.935561,192.168.57.98,10.0.5.190,TCP,63455,1776.1990057088838,70,11.053900915249756,0,
2025-01-01 01:24:06.935603,192.168.211.244,10.0.218.191,TCP,11720,1600.3421576286955,74,18.32644782258161,0,
2025-01-01 03:17:39.935644,192.168.218.117,10.0.140.24,TCP,21859,1996.0384055131199,72,13.653744068092495,0,
2025-01-01 00:52:19.935687,192.168.192.16,10.0.128.111,UDP,62304,795.2913703141325,4,34.344101835985484,0,
2025-01-01 06:41:51.935730,192.168.34.200,10.0.152.153,TCP,40274,1461.9749333973487,26,1.2391567292232524,0,
2025-01-01 01:42:24.935772,192.168.170.138,10.0.231.11,TCP,62837,1445.6063030438343,95,22.6959564756471,0,
2024-12-31 18:53:51.935834,192.168.105.196,10.0.175.106,ICMP,52088,1452.0479255975392,74,43.17849697049236,0,
2024-12-31 18:54:52.935879,192.168.88.5,10.0.9.253,UDP,15876,1522.7557680926966,71,42.22152252885244,0,
2025-01-01 08:57:55.935921,192.168.219.91,10.0.212.41,TCP,29221,1844.0348762259878,97,39.0596754925485,0,
2024-12-31 19:58:56.935963,192.168.25.226,10.0.72.218,TCP,20086,794.7206709565255,24,37.62949373953322,0,
2025-01-01 09:52:02.936003,192.168.105.112,10.0.11.103,TCP,24346,1222.8299158158713,33,28.566163326961565,0,
2025-01-01 01:09:40.936044,192.168.41.21,10.0.198.23,TCP,358,1720.7027181954597,20,6.400593598261891,0,
2025-01-01 05:35:12.936088,192.168.107.28,10.0.98.214,TCP,37503,1185.5891065218434,20,21.048843280322355,0,
2025-01-01 08:44:13.936131,192.168.64.11,10.0.162.15,TCP,4400,1735.5077075597237,58,25.8395337530499,0,
2025-01-01 07:53:21.936175,192.168.148.207,10.0.6.250,ICMP,17045,2491.1592213058616,13,92.95280208887942,0,
2025-01-01 05:50:31.936217,192.168.245.108,10.0.53.64,TCP,48265,1161.7538265424005,98,41.71956002474229,0,
2025-01-01 10:57:38.936258,192.168.153.64,10.0.200.76,UDP,32893,1508.9658187131208,63,132.52531568771732,0,
2025-01-01 06:18:15.936300,192.168.98.41,10.0.227.35,TCP,45457,1503.0652169816483,5,10.459318490541117,0,
2025-01-01 10:51:49.936342,192.168.132.223,10.0.141.104,ICMP,31936,511.89019314940435,39,63.884779683637944,0,
2024-12-31 18:12:49.936386,192.168.50.55,10.0.22.69,TCP,304,1429.2840136861969,19,2.3006575280477355,0,
2025-01-01 04:24:14.936429,192.168.198.121,10.0.127.86,TCP,9799,708.4603287932066,67,72.84432672946309,0,
2024-12-31 18:26:21.936472,192.168.253.25,10.0.189.189,TCP,38899,1433.3241063000523,50,21.766019998105882,0,
2025-01-01 03:07:30.936515,192.168.151.219,10.0.89.137,UDP,7123,1926.526447203729,9,8.822742846523363,0,
2024-12-31 19:01:37.936559,192.168.123.82,10.0.205.213,TCP,44254,1130.967575007237,37,55.0888683816744,0,
2024-12-31 20:51:28.936602,192.168.65.91,10.0.226.160,TCP,3885,1643.976106490897,67,22.285626748460015,0,
2024-12-31 23:57:13.936645,192.168.29.220,10.0.141.77,TCP,17311,2228.103783381877,13,4.184153313606324,0,
2025-01-01 06:21:52.936689,192.168.40.87,10.0.144.237,TCP,12130,1398.2423620633954,86,11.200169107198143,0,
2025-01-01 11:21:18.936733,192.168.110.76,10.0.63.5,TCP,29824,1409.5286626958916,12,6.791742475873304,0,
2024-12-31 21:28:05.936777,192.168.141.51,10.0.50.89,TCP,23222,1559.6238235408011,71,50.07575869022359,0,
2025-01-01 04:10:45.936832,192.168.227.58,10.0.7.237,UDP,1213,1617.985164338013,75,20.371995971351907,0,
2024-12-31 15:59:35.936876,192.168.230.218,10.0.92.197,TCP,62941,2389.982429010808,62,9.99513021505014,0,
2024-12-31 17:50:08.936918,192.168.56.61,10.0.248.91,TCP,55167,1140.2508521865684,28,23.83807658542319,0,
2025-01-01 13:18:14.936961,192.168.41.197,10.0.99.252,ICMP,52073,1208.5160088851303,55,2.215427416151788,0,
2025-01-01 03:46:38.937009,192.168.212.134,10.0.95.54,TCP,59207,1278.848305883063,77,79.30120946639168,0,
2024-12-31 20:02:10.937065,192.168.71.232,10.0.144.191,UDP,43604,1423.1809948268478,12,3.2727232813642533,0,
2024-12-31 20:23:35.937140,192.168.217.122,10.0.91.222,TCP,46839,1976.8623093129713,62,27.700808291267872,0,
2025-01-01 03:44:43.937187,192.168.90.83,10.0.115.221,ICMP,22710,1240.4266743379055,9,5.39970686448942,0,
2025-01-01 06:38:17.937233,192.168.202.120,10.0.106.219,ICMP,28627,1905.1460290535356,6,22.777798875416334,0,
2025-01-01 00:20:55.937275,192.168.22.223,10.0.228.80,TCP,17365,1401.0961602957982,75,2.179906729265372,0,
2025-01-01 07:00:24.937318,192.168.134.245,10.0.247.198,ICMP,33939,1390.3576354777074,48,45.73685547929223,0,
2024-12-31 16:53:17.937360,192.168.15.76,10.0.239.155,TCP,57090,1928.2275965575357,94,13.982975087779659,0,
2024-12-31 18:26:33.937401,192.168.14.60,10.0.151.116,TCP,15450,1999.7559120801789,96,0.5216310082435378,0,
2025-01-01 11:30:34.937442,192.168.143.109,10.0.123.3,UDP,8840,1107.9940569514467,80,120.82413678338666,0,
2025-01-01 01:33:00.937484,192.168.117.247,10.0.85.250,UDP,63413,1270.0259194332566,1,41.7588614688958,0,
2024-12-31 15:59:07.937523,192.168.105.52,10.0.172.88,TCP,46939,1954.547150845867,81,5.037070679814657,0,
2024-12-31 22:05:51.937564,192.168.80.137,10.0.117.3,TCP,46580,1608.1954118228057,84,8.916391749012895,0,
2025-01-01 11:22:19.937603,192.168.183.116,10.0.52.200,TCP,7024,1894.157612040381,32,8.320201406479823,0,
2025-01-01 07:52:43.937643,192.168.202.207,10.0.14.70,TCP,13573,1062.9951719059095,59,33.85964350466708,0,
2024-12-31 14:56:59.937683,192.168.93.180,10.0.216.157,TCP,16173,1396.6031139833722,51,62.98214094196995,0,
2024-12-31 14:53:44.937723,192.168.227.90,10.0.68.191,TCP,30400,2282.9338135527278,13,56.72495268529726,0,
2024-12-31 14:45:41.937763,192.168.122.128,10.0.80.215,UDP,60193,1493.042687521531,94,29.66891006452705,0,
2024-12-31 21:47:52.937820,192.168.70.144,10.0.95.50,ICMP,43558,1205.0994755637964,21,7.8256357765806515,0,
2024-12-31 22:32:28.937868,192.168.90.103,10.0.205.138,TCP,8548,1307.638262403931,92,88.79708047277495,0,
2024-12-31 21:42:39.937913,192.168.23.193,10.0.76.227,UDP,52739,1715.7929067846885,10,32.80335730001332,0,
2025-01-01 00:42:02.937958,192.168.203.235,10.0.148.41,UDP,22302,1980.9640921659848,91,6.262846890034078,0,
2025-01-01 06:47:16.937999,192.168.170.227,10.0.185.4,ICMP,8033,1610.0718926734664,93,8.240998250789511,0,
2025-01-01 03:41:46.938043,192.168.130.146,10.0.140.248,TCP,13451,1353.8508922267981,21,14.31573764638672,0,
2024-12-31 23:50:07.938086,192.168.206.148,10.0.114.241,TCP,1277,1143.9878627486007,73,18.403474742495014,0,
2025-01-01 11:49:39.938127,192.168.144.157,10.0.124.2,TCP,41575,1799.630808335742,82,21.154432295667732,0,
2025-01-01 10:46:30.938168,192.168.20.114,10.0.30.81,TCP,57719,956.3961694929496,66,5.942531683296403,0,
2025-01-01 11:23:41.938209,192.168.226.251,10.0.68.58,TCP,35097,1722.0762190064722,15,27.192093001478213,0,
2025-01-01 06:14:45.938250,192.168.245.223,10.0.243.174,UDP,61294,1345.2188071589233,78,45.38776336588093,0,
2025-01-01 09:40:29.938291,192.168.109.31,10.0.152.56,TCP,61385,775.6081706539485,84,1.1569018384446128,0,
2025-01-01 06:06:49.938332,192.168.33.245,10.0.32.233,TCP,23874,2079.9731789622356,41,11.347996542879452,0,
2025-01-01 11:59:28.938373,192.168.107.141,10.0.199.114,TCP,59755,1266.7751049318395,20,16.44921654006631,0,
2025-01-01 01:30:56.938414,192.168.208.137,10.0.133.51,TCP,9966,2358.5393332872404,70,18.32357994657969,0,
2025-01-01 12:03:09.938454,192.168.36.131,10.0.57.6,UDP,12706,905.2803413883528,76,12.674835278615584,0,
2025-01-01 04:01:53.938493,192.168.230.30,10.0.221.184,TCP,45872,1245.8493118461893,3,71.53294140180674,0,
2024-12-31 18:40:37.938534,192.168.188.126,10.0.159.194,TCP,22113,1630.5673357124026,81,2.2761018655404093,0,
2024-12-31 17:47:14.938574,192.168.183.107,10.0.15.85,TCP,25850,1903.3080173162903,41,15.773642563594027,0,
2025-01-01 01:22:22.938614,192.168.184.210,10.0.26.95,TCP,58700,1542.5074656991808,56,26.454766509297222,0,
2025-01-01 09:47:04.938655,192.168.45.53,10.0.169.13,TCP,19470,1150.481412806176,65,4.443162289581112,0,
2024-12-31 17:41:11.938695,192.168.148.35,10.0.190.194,ICMP,50715,1306.327006832782,26,8.25750835219441,0,
2024-12-31 16:22:33.938734,192.168.237.26,10.0.226.250,TCP,32609,1531.9651732097827,32,20.292438647793773,0,
2024-12-31 23:58:34.938775,192.168.161.163,10.0.195.63,UDP,11392,1919.298933530714,27,37.4740256583634,0,
2025-01-01 13:36:05.938831,192.168.124.168,10.0.20.29,TCP,32477,1197.1220447881133,81,9.273754638039462,0,
2025-01-01 00:51:20.938873,192.168.69.162,10.0.94.242,TCP,29177,1922.1546205659595,24,37.69706967912852,0,
2025-01-01 10:59:38.938913,192.168.50.7,10.0.53.209,TCP,47098,1051.101349855467,48,13.423485214159452,0,
2024-12-31 15:08:07.938953,192.168.63.209,10.0.228.240,TCP,16325,2067.623036933681,54,22.479185396259457,0,
2025-01-01 09:26:46.938997,192.168.51.39,10.0.30.154,ICMP,56019,1206.3798490783358,63,7.0348923931204475,0,
2024-12-31 19:07:09.939063,192.168.65.214,10.0.54.172,TCP,41049,2159.136757716278,4,4.294171197407184,0,
2025-01-01 11:24:28.939130,192.168.249.29,10.0.248.43,TCP,32927,2368.8073476794357,39,16.49463490741263,0,
2025-01-01 11:37:50.939205,192.168.237.182,10.0.98.63,ICMP,60245,1860.7036176836446,25,32.04861756687099,0,
2024-12-31 21:27:04.939269,192.168.209.185,10.0.135.223,ICMP,63796,1196.725517027396,7,19.50217098148699,0,
2025-01-01 08:12:14.939319,192.168.126.27,10.0.177.20,TCP,15813,904.2087094446669,75,6.986415661931019,0,
2024-12-31 15:58:57.939396,192.168.108.191,10.0.230.206,TCP,45349,1322.2999360268832,91,89.02285916458641,0,
2024-12-31 19:15:17.939448,192.168.74.192,10.0.107.27,TCP,15528,1492.6510494806773,44,33.404446484158456,0,
2025-01-01 02:19:46.939492,192.168.76.137,10.0.153.45,TCP,7617,703.4859460345683,15,12.755182085799108,0,
2025-01-01 12:27:18.939535,192.168.74.146,10.0.59.213,TCP,19788,1886.4337628156336,42,13.285215252327118,0,
2024-12-31 18:33:10.939579,192.168.31.6,10.0.61.88,UDP,58037,1490.5281540178341,43,64.82304159142744,0,
2025-01-01 07:56:56.939657,192.168.97.154,10.0.179.16,TCP,6100,2141.694001018113,41,35.56926811313218,0,
2024-12-31 23:18:02.939736,192.168.54.195,10.0.228.3,TCP,9544,2200.0687273952726,59,0.14476265355290513,0,
2025-01-01 01:03:35.939823,192.168.83.74,10.0.240.77,TCP,45453,2048.78716076712,85,18.611905726631335,0,
2025-01-01 06:13:25.939873,192.168.138.101,10.0.7.42,TCP,33578,1153.2116925786477,38,3.9490621903099132,0,
2025-01-01 01:39:01.939921,192.168.92.136,10.0.147.139,TCP,51316,1607.6169132250868,5,77.3903442142553,0,
2024-12-31 16:09:58.939967,192.168.63.181,10.0.39.71,TCP,32280,1783.510671145426,49,13.827993082908023,0,
2025-01-01 13:33:09.940009,192.168.231.153,10.0.74.193,TCP,57937,1773.1467487811126,66,4.48448364124281,0,
2025-01-01 08:13:09.940051,192.168.62.115,10.0.254.3,TCP,52510,1151.8128369872422,27,0.9784208414808264,0,
2025-01-01 00:04:20.940094,192.168.38.193,10.0.214.129,TCP,13162,1062.692014725538,27,9.686393031845247,0,
2025-01-01 14:14:56.940138,192.168.196.180,10.0.163.78,TCP,60995,1460.7627500095916,89,5.178700672976944,0,
2025-01-01 09:56:35.940181,192.168.110.54,10.0.121.86,ICMP,48670,1121.8674306264352,43,41.905641536669336,0,
2024-12-31 23:06:42.940223,192.168.129.176,10.0.224.116,TCP,23466,1651.1115924998746,23,9.308266559803911,0,
2024-12-31 21:00:16.940267,192.168.52.90,10.0.132.220,TCP,11385,1498.1459969580847,71,44.517080080817195,0,
2025-01-01 08:59:23.940308,192.168.8.152,10.0.90.54,TCP,63366,949.3777582374581,49,13.962714133087255,0,
2025-01-01 09:45:35.940349,192.168.175.82,10.0.230.72,ICMP,56362,1826.2837388224698,2,62.39822836165721,0,
2025-01-01 10:08:54.940391,192.168.128.30,10.0.103.157,TCP,8494,1997.3690524316228,99,2.4316812741557454,0,
2024-12-31 16:29:20.940434,192.168.125.160,10.0.184.51,TCP,49030,1197.4552150262439,79,0.05545961629551479,0,
2025-01-01 14:06:50.940476,192.168.8.107,10.0.80.162,TCP,48511,1775.5900549983994,37,12.744703590600256,0,
2024-12-31 22:44:41.940520,192.168.173.109,10.0.62.70,TCP,5571,1310.2829962596713,85,7.146886011435134,0,
2025-01-01 11:26:56.940569,192.168.231.92,10.0.236.50,UDP,47247,2125.604140821625,58,3.783398838448096,0,
2025-01-01 14:40:11.940616,192.168.193.240,10.0.180.154,TCP,55906,1732.6585139870872,77,23.828422132374442,0,
2025-01-01 07:45:30.940664,192.168.25.20,10.0.204.120,TCP,63859,1618.7116845571602,16,21.248417026223393,0,
